Date,Open,High,Low,Close,Volume
2010-01-04,12.874335466210386,12.874335466210386,12.729928932708342,12.754366874694824,37726449
2010-01-05,12.952091023385957,13.103161702473162,12.863225349361494,12.896550178527832,42997922
2010-01-06,12.841012882867453,12.863228097677023,12.707715148979451,12.71437931060791,35639592
2010-01-07,12.885442189503358,12.927653911024436,12.505543946471978,12.534425735473633,34648092
2010-01-08,12.416679134619104,12.507765933120067,12.285603343988157,12.487771034240723,23016950
2010-01-11,12.729929084094488,12.863226804582546,12.554421251268248,12.656615257263184,21015675
2010-01-12,12.636621989662386,12.70771470270044,12.481107435168644,12.652173042297363,27013819
2010-01-13,12.307818988768664,12.434450919330846,12.198958420153442,12.276715278625488,31033601
2010-01-14,12.441117674382097,12.485549708091748,12.221175401627331,12.354473114013672,19339696
2010-01-15,12.363362024935087,12.485551748866033,12.28782707190521,12.456670761108398,20122993
2010-01-18,12.352253058697213,12.394463977731123,12.263388178001815,12.378912925720215,20396613
2010-01-19,12.38113328408217,12.663280572114418,12.341144291631549,12.51443099975586,25908907
2010-01-20,12.541090463770868,12.601075162823454,12.130090100428708,12.16785717010498,24887900
2010-01-21,12.063440767901003,12.085657592262013,11.685764421308994,11.870159149169922,35343632
2010-01-22,11.641332198062575,11.750192790281686,11.330304696735299,11.654662132263184,34495926
2010-01-25,11.39695055409014,11.841276505931452,11.379177580466779,11.699091911315918,21424800
2010-01-26,11.699091323813311,11.745746082156801,11.219221060080603,11.248101234436035,19222356
2010-01-27,11.325861039174852,11.325861039174852,10.930410911249426,10.943740844726562,19514244
2010-01-28,10.808221341841202,11.30364436622267,10.552734706375308,11.023719787597656,22665451
2010-01-29,10.819331462096951,11.219224686232797,10.779341656306045,10.959293365478516,14693810
2010-02-01,10.985949464984104,10.997057472014593,10.586056378115,10.628267288208008,18334142
2010-02-02,10.863761989597208,11.583568725848968,10.75712413362556,10.972620964050293,38864883
2010-02-03,11.1081404918813,11.328081973797822,10.919301919030335,11.223665237426758,25168296
2010-02-04,11.130356708827044,11.130356708827044,10.977064095945977,11.00150203704834,16772046
2010-02-05,10.441650173349482,10.66381354293142,10.397218143935987,10.60827350616455,22922843
2010-02-08,10.619382780594789,10.786004534674085,10.617161662067762,10.668258666992188,11392044
2010-02-09,10.641597952518174,10.90819336214309,10.630489139093262,10.777116775512695,10720729
2010-02-10,10.994836060571167,10.994836060571167,10.774895416486846,10.8482084274292,9703132
2010-02-11,10.848208574357768,11.081479958539177,10.797111577819303,11.03038215637207,15489594
2010-02-12,11.14812999427578,11.574682207840581,11.143686951850293,11.419168472290039,33456344
2010-02-22,11.530250033920614,11.592455853991988,11.24143856386303,11.259211540222168,18196737
2010-02-23,11.15257233034223,11.15257233034223,10.788225150696693,10.99039363861084,15796592
2010-02-24,10.841545971021986,11.083704297506424,10.799335854821717,11.06593132019043,13918555
2010-02-25,10.974841901619902,11.132577552916906,10.88597702963169,11.094810485839844,28836196
2010-02-26,11.130356900128685,11.197005758314402,10.992615335750475,11.057043075561523,18311707
2010-03-01,11.194784718234963,11.31697443549482,11.112584802421303,11.185897827148438,19656086
2010-03-02,11.130357013110501,11.143686946008696,10.950405335871029,10.983729362487793,17515292
2010-03-03,11.108141486649401,11.328082988262357,11.04149342563449,11.197007179260254,23346253
2010-03-04,11.205892443509377,11.283649314620996,10.91041601103372,10.943740844726562,18192436
2010-03-05,10.910415301287056,11.030383083519599,10.843766443865787,10.95484733581543,11582919
2010-03-08,10.985953029059656,11.128136854183085,10.892644289600765,11.081482887268066,14042108
2010-03-09,10.91930145964863,11.10814002455504,10.859317568127453,11.003724098205566,14594288
2010-03-10,10.997058472969908,11.259210040762015,10.954846753406184,11.08592414855957,25036458
2010-03-11,11.012611773380497,11.08592641381859,10.90819583195109,10.945962905883789,15677469
2010-03-12,10.997059662654442,11.04149250525611,10.903750934879566,10.919301986694336,14379590
2010-03-15,10.905969472224843,10.930407407222456,10.663812045658847,10.699357986450195,13785488
2010-03-16,10.699360674433839,10.914859102359907,10.699360674433839,10.819329261779785,11020522
2010-03-17,10.952626284472919,11.032604263481929,10.910414565511699,11.005945205688477,15364261
2010-03-18,11.074815098407486,11.15257195866659,10.912636412080937,10.95706844329834,15957603
