Date,Open,High,Low,Close,Volume
2010-01-04,12.321032123571124,12.321032123571124,12.137556811980863,12.222237586975098,4532496
2010-01-05,12.443348290800738,12.786775069407842,12.36807669267612,12.655049324035645,13143836
2010-01-06,12.504507485393741,12.584483679247649,12.34925968524302,12.41277027130127,6801784
2010-01-07,12.556256849205406,12.699743626809113,12.19636353399871,12.231647491455078,7484032
2010-01-08,11.996422972977369,12.151670763794156,11.996422972977369,12.139909744262695,4967252
2010-01-11,12.584481609677805,12.584481609677805,12.038762105117554,12.114033699035645,9823008
2010-01-12,12.229294465358548,12.273986696153383,11.895275964902318,12.20341968536377,8352704
2010-01-13,11.761198578345288,11.989366117903824,11.643586592561835,11.777664184570312,9072496
2010-01-14,11.831764742117745,11.949376719469429,11.71415276476606,11.925854682922363,6654328
2010-01-15,11.925855979051544,12.024649620056152,11.841175202585724,12.024649620056152,5810232
2010-01-18,11.949377026981033,11.949377026981033,11.784720074989671,11.914093971252441,4999816
2010-01-19,11.914094544166462,12.231646547534938,11.881162434338021,12.041114807128906,6444820
2010-01-20,12.066990331536777,12.184602324821363,11.596542358398438,11.596542358398438,8853584
2010-01-21,11.558906665407436,11.568315840312897,11.191957817177553,11.478930473327637,8365796
2010-01-22,11.293103611291386,11.293103611291386,10.9379157734634,11.166083335876465,7672676
2010-01-25,11.12609396728292,11.573019883897867,10.949675983983587,11.387192726135254,6607560
2010-01-26,11.316626893224504,11.453056347946127,11.027301478098018,11.076698303222656,4741628
2010-01-27,11.06493646183193,11.191957628994977,10.881461143493652,10.881461143493652,3311048
2010-01-28,10.86734623705939,11.00377565603074,10.538032361239239,10.773256301879883,5241396
2010-01-29,10.667407518286,11.173139452424317,10.58507948124409,10.876757621765137,5414040
2010-02-01,10.820303175184462,10.912040384622136,10.540386959553063,10.585079193115234,3520328
2010-02-02,10.879108525603215,11.525974437936378,10.820302533572928,10.989664077758789,11222868
2010-02-03,11.10257141667543,11.408362394170945,10.956732808449857,11.217830657958984,6274576
2010-02-04,11.079049386758081,11.079049386758081,10.867348337645963,10.956733703613281,5306020
2010-02-05,10.401604355404585,10.627419153744304,10.349854794294474,10.526272773742676,6166076
2010-02-08,10.540386351697496,10.721508915122602,10.540386351697496,10.646236419677734,2717264
2010-02-09,10.702690329980054,10.9543798989224,10.620362301749646,10.770905494689941,2719956
2010-02-10,10.984959707136966,11.032004681149687,10.749735734381606,10.904983520507812,3352752
2010-02-11,10.926153835134462,11.121389268086556,10.820302866758865,11.01318645477295,4292708
2010-02-12,11.095515336122382,11.403659090456067,11.074346038135898,11.243706703186035,6353044
2010-02-22,11.384842184732939,11.403659638505827,11.06728924004951,11.071993827819824,3897968
2010-02-23,11.036709564561772,11.055527915125309,10.655646938733575,10.820303916931152,3511580
2010-02-24,10.702690958096554,10.989664497298445,10.594488143984066,10.973198890686035,2873252
2010-02-25,10.876756162585739,11.055525975025875,10.82030201811043,11.048469543457031,4707200
