Date,Open,High,Low,Close,Volume
2010-01-04,19.148767331330458,19.333281537601344,18.810890528289406,18.9714412689209,26393967
2010-01-05,19.3740177154541,19.73346072656568,19.306921806157334,19.3740177154541,57179538
2010-01-06,19.177521547369413,19.261392780616124,19.002592728732253,19.02895164489746,41102838
2010-01-07,19.378808958782688,19.481849161482877,18.688677354075963,18.73420524597168,45014696
2010-01-08,18.45144667630954,18.739001112392355,18.381953518147693,18.609601974487305,27585255
2010-01-11,19.196692628808712,19.338074389752297,18.762963751304376,19.012178421020508,37471738
2010-01-12,19.088854289998928,19.191894476293257,18.64314291053343,18.95705795288086,32020100
2010-01-13,18.331632122659116,18.667111686182434,18.211816585095715,18.463428497314453,38231524
2010-01-14,18.494576910348723,18.643146803977807,18.19983436532342,18.410707473754883,30823665
2010-01-15,18.422688289743387,18.492181439507323,18.211815181543063,18.44904899597168,25566851
2010-01-18,18.30287408588718,18.331630241950833,18.015319691893865,18.307666778564453,27798076
2010-01-19,18.283701479206574,18.822867705464073,18.156697823503144,18.621578216552734,40812582
2010-01-20,18.62157972408192,18.734205312315027,17.826010671743756,17.893108367919922,35370677
2010-01-21,17.87633497021133,17.87633497021133,16.77403895943151,17.46417236328125,68618004
2010-01-22,16.913020659574727,17.253292784790414,16.72610928152673,16.9873046875,36843150
2010-01-25,16.7764400677068,17.40906130591628,16.721324985717406,17.152658462524414,26325551
2010-01-26,17.169428343857263,17.250902328170742,16.522429162053808,16.66620635986328,28545392
2010-01-27,16.678188291613434,16.774038558380173,16.174966328614694,16.18934440612793,21614342
2010-01-28,15.935334379831271,16.246852173221534,15.45607596051388,15.956900596618652,36093129
2010-01-29,15.695709696958911,16.052757268576343,15.575895953404405,15.710087776184082,25897895
2010-02-01,15.575895174697628,15.695708912262123,14.991199190398882,15.125391006469727,31139562
2010-02-02,15.539946366870526,16.553576420140974,15.539946366870526,15.899389266967773,50419204
2010-02-03,16.14621158189617,16.462523939794558,15.935338468291485,16.340312957763672,39536994
2010-02-04,16.05515162276621,16.172569894491172,15.870637451721365,15.944921493530273,22449902
2010-02-05,15.09663473104725,15.336263967518518,14.950461201382087,15.30031967163086,32791046
2010-02-08,15.312304966508323,15.575897740903645,15.305116821901303,15.415345191955566,21249869
2010-02-09,15.422532274709477,15.973679397989725,15.408154196494536,15.777182579040527,26082453
2010-02-10,16.055155943209318,16.270821775843345,15.559122019825482,15.753223419189453,21303769
2010-02-11,15.772388675439558,16.354687360984755,15.719670851026143,16.282798767089844,33121612
2010-02-12,16.46251927280347,17.133479966785124,16.419385048729705,16.800395965576172,43704366
2010-02-22,17.016067679653663,17.176618424204392,16.53441186267942,16.60630226135254,25031610
2010-02-23,16.390630520602713,16.510446029887486,15.940128219011658,16.270816802978516,19622653
2010-02-24,16.02399806035071,16.385836424057626,15.817915903710139,16.373855590820312,18652771
2010-02-25,16.222893761471763,16.455333084398987,16.127041700043893,16.39063262939453,26475605
2010-02-26,16.438562264871283,16.666208932658265,16.249255352977023,16.35948371887207,24026303
2010-03-01,16.536805656236602,16.841135343001916,16.49606866798174,16.630260467529297,24499717
2010-03-02,16.582333036349667,16.582333036349667,16.25883441714114,16.294776916503906,18514524
2010-03-03,16.534412384033203,16.654227927271997,16.42657947011494,16.534412384033203,28233788
2010-03-04,16.56556681084014,16.65183171397784,16.055156578415723,16.074325561523438,20881549
2010-03-05,16.007225196626152,16.366669957088206,15.973678141757063,16.20372200012207,17463094
