entry_date,exit_date,direction,entry_level,exit_level,pnl_pct,reason,exit_reason,hold_days
2015-12-08,2015-12-09,SHORT,122.76185834660555,122.3149510963938,0.364,signal_entry,circuit_breaker,1
2015-12-23,2015-12-24,SHORT,127.2996396009811,128.34262138637789,-0.819,signal_entry,circuit_breaker,1
2016-01-08,2016-01-11,LONG,120.48431699431801,114.93084903690855,-4.609,signal_entry,circuit_breaker,3
2016-01-25,2016-01-26,SHORT,109.76386302388958,104.80123064201634,4.521,signal_entry,circuit_breaker,1
2016-02-09,2016-02-10,LONG,108.98710222272705,108.98710222272705,0.0,signal_entry,circuit_breaker,1
2016-02-26,2016-02-29,SHORT,120.06730020220778,117.26983768138244,2.33,signal_entry,circuit_breaker,3
2016-03-14,2016-03-15,SHORT,127.69036987138074,122.51748326184176,4.051,signal_entry,circuit_breaker,1
2016-03-29,2016-03-30,SHORT,125.78923412039083,129.05839634932002,-2.599,signal_entry,circuit_breaker,1
2016-04-13,2016-04-14,LONG,138.16787741022006,136.11778799907663,-1.484,signal_entry,circuit_breaker,1
2016-04-28,2016-04-29,LONG,131.33516737942938,132.7254084767284,1.059,signal_entry,circuit_breaker,1
2016-05-13,2016-05-16,SHORT,132.97160816817993,136.02212753960316,-2.294,signal_entry,circuit_breaker,3
2016-05-30,2016-05-31,SHORT,130.6109337766768,134.09864871973645,-2.67,signal_entry,circuit_breaker,1
2016-06-14,2016-06-15,LONG,139.96534775852868,145.55538776446448,3.994,signal_entry,circuit_breaker,1
2016-06-29,2016-06-30,SHORT,157.69977250866265,154.5153155118084,2.019,signal_entry,circuit_breaker,1
2016-07-14,2016-07-15,LONG,173.82790339157555,174.59071304094235,0.439,signal_entry,circuit_breaker,1
2016-07-29,2016-08-01,LONG,160.92180217784133,162.21373690928763,0.803,signal_entry,circuit_breaker,3
2016-08-15,2016-08-16,SHORT,159.54141733115816,161.34905443320665,-1.133,signal_entry,circuit_breaker,1
2016-08-30,2016-08-31,LONG,156.94297261364525,156.69717635872433,-0.157,signal_entry,circuit_breaker,1
2016-09-14,2016-09-15,SHORT,151.84119592657595,151.84119592657595,-0.0,signal_entry,circuit_breaker,1
2016-09-29,2016-09-30,SHORT,147.19408463587257,148.47172126773748,-0.868,signal_entry,circuit_breaker,1
2016-10-18,2016-10-19,LONG,150.15329087058936,149.54814366994884,-0.403,signal_entry,circuit_breaker,1
2016-11-02,2016-11-03,LONG,159.0809030393341,158.02519225405163,-0.664,signal_entry,circuit_breaker,1
2016-11-17,2016-11-18,SHORT,155.66268642647836,152.63631014726806,1.944,signal_entry,circuit_breaker,1
2016-12-02,2016-12-05,SHORT,153.12945303623204,149.85085198298768,2.141,signal_entry,circuit_breaker,3
2016-12-19,2016-12-20,LONG,141.54060020323197,140.00994180245328,-1.081,signal_entry,circuit_breaker,1
2017-01-04,2017-01-05,LONG,144.20365394163892,146.58755814974262,1.653,signal_entry,circuit_breaker,1
2017-01-19,2017-01-20,SHORT,142.5002683195449,144.38824613180793,-1.325,signal_entry,circuit_breaker,1
2017-02-07,2017-02-08,LONG,150.02469299938903,148.97336779733135,-0.701,signal_entry,circuit_breaker,1
2017-02-22,2017-02-23,SHORT,151.88043917314667,153.18246627213406,-0.857,signal_entry,circuit_breaker,1
2017-03-09,2017-03-10,SHORT,144.118491480083,144.1768943273634,-0.041,signal_entry,circuit_breaker,1
2017-03-24,2017-03-27,SHORT,148.2096084891748,150.13745761157645,-1.301,signal_entry,circuit_breaker,3
2017-04-10,2017-04-11,LONG,149.06580697586364,150.4480700045602,0.927,signal_entry,circuit_breaker,1
2017-04-25,2017-04-26,SHORT,138.80188998883398,139.3751647554614,-0.413,signal_entry,circuit_breaker,1
2017-05-10,2017-05-11,SHORT,136.40641918308285,134.69684149043795,1.253,signal_entry,circuit_breaker,1
2017-05-25,2017-05-26,SHORT,125.9134477092714,126.48569186524367,-0.454,signal_entry,circuit_breaker,1
2017-06-12,2017-06-13,SHORT,127.01446780875732,128.90389068296403,-1.488,signal_entry,circuit_breaker,1
2017-06-27,2017-06-28,SHORT,130.19051669366996,130.492153598658,-0.232,signal_entry,circuit_breaker,1
2017-07-12,2017-07-13,LONG,133.86105628378834,137.61048102427307,2.801,signal_entry,circuit_breaker,1
2017-07-27,2017-07-28,SHORT,140.9546903183924,139.8558457880747,0.78,signal_entry,circuit_breaker,1
2017-08-11,2017-08-14,LONG,149.09635894598077,148.92720799223932,-0.113,signal_entry,circuit_breaker,3
